R_hand : x,R_hand : y,R_hand : z,R_thumb : x,R_thumb : y,R_thumb : z,R_index : x,R_index : y,R_index : zx,R_middle : x,R_middle : y,R_middle : z,R_ring : x,R_ring : y,R_ring : z,R_pinky : x,R_pinky : y,R_pinky : z,R_hand_vec : x,R_hand_vec : y,R_hand_vec : z,R_fin_to_fin :x,R_fin_to_fin :y,R_fin_to_fin :z,R_dis_thumb,R_dis_index,R_dis_middle,R_dis_ring,R_dis_pinky,L_hand : x,L_hand : y,L_hand : z,L_thumb : x,L_thumb : y,L_thumb : z,L_index : x,L_index : y,L_index : zx,L_middle : x,L_middle : y,L_middle : z,L_ring : x,L_ring : y,L_ring : z,L_pinky : x,L_pinky : y,L_pinky : z,L_hand_vec : x,L_hand_vec : y,L_hand_vec : z,L_fin_to_fin :x,L_fin_to_fin :y,L_fin_to_fin :z,L_dis_thumb,L_dis_index,L_dis_middle,L_dis_ring,L_dis_pinky
73.6572,235.655,26.87155,34.19799,202.2349,-28.04803,-2.607643,43.16054,-89.83253,37.37135,52.14357,-82.05836,59.0541,42.80989,-65.40385,73.08074,17.3288,-41.15399,0.02828023,-0.8994936,-0.4360178,39.979,8.983032,7.774166,207.0148,99.69711,104.1592,97.96804,85.64306,-99.70119,221.9151,-63.89175,-15.39989,202.6927,-38.366,55.55686,48.45222,-59.36366,30.76353,48.72166,-82.6804,7.455818,36.48915,-87.99034,-18.7817,13.2196,-81.11208,0.3100403,-0.870996,-0.381105,-24.79333,0.2694397,-23.31675,206.8658,94.64791,100.7782,95.54762,84.30112
73.92394,235.3393,26.81562,34.96559,201.3626,-27.79645,-2.666779,43.16255,-89.82238,37.26216,52.3709,-81.97199,58.86611,42.96065,-65.497,73.05239,17.71004,-41.11654,0.02620638,-0.9018827,-0.4311854,39.92894,9.208344,7.850388,206.2574,99.69041,104.1662,97.98313,85.67886,-99.63626,221.1948,-64.06336,-15.79795,201.3296,-38.17516,55.92567,47.86931,-59.45355,31.14661,48.31447,-82.80926,8.020424,35.71922,-88.33198,-18.29703,12.59317,-81.376,0.3041717,-0.8796482,-0.3656482,-24.77906,0.4451599,-23.35571,205.525,94.62492,100.8056,95.61761,84.35297
74.7156,234.5973,26.57609,37.27859,199.2219,-27.18276,-2.737572,43.10068,-89.81386,37.03225,52.72705,-81.8634,58.37168,43.1893,-65.78729,72.84074,18.28703,-41.24585,0.0179623,-0.9077368,-0.4191555,39.76982,9.626373,7.950459,204.4944,99.65788,104.1784,97.98233,85.68202,-99.28456,219.711,-64.69753,-16.78087,198.2562,-40.48354,55.73571,47.72403,-59.60014,31.24102,47.99725,-83.0505,8.410782,34.92155,-88.79635,-18.06269,11.93608,-81.7235,0.296356,-0.8940522,-0.3359223,-24.49469,0.2732239,-23.45036,203.042,94.53162,100.8817,95.78647,84.54266
75.00799,234.4349,26.51727,38.00065,198.94,-27.04323,-2.70787,43.51901,-89.59041,36.99494,52.64734,-81.93266,58.23954,43.09879,-65.94608,72.7288,18.51353,-41.28005,0.01152171,-0.9078054,-0.4192333,39.70281,9.128326,7.657753,204.3343,99.63773,104.1793,97.97058,85.65204,-99.16314,219.3988,-64.90503,-17.07346,197.6709,-41.42832,55.51451,47.92587,-59.59521,31.13309,48.02155,-83.09642,8.23101,35.11786,-88.80473,-18.14573,12.01224,-81.76479,0.2973662,-0.8965222,-0.3283616,-24.38142,0.09567261,-23.50121,202.686,94.50047,100.8977,95.85037,84.61112
75.57203,234.1706,26.17604,38.97364,197.8699,-26.69456,-2.610069,42.67926,-89.94865,36.94758,51.72934,-82.52486,57.92973,42.42819,-66.59247,72.47088,18.40005,-41.58582,0.003855086,-0.9135333,-0.4067457,39.55765,9.050079,7.423805,203.4307,99.59464,104.1701,97.93141,85.55683,-99.12541,218.8463,-65.10146,-17.6434,196.5032,-42.17902,55.06206,48.37433,-59.47581,30.79554,48.61386,-82.89964,8.046776,35.5849,-88.75512,-18.33483,12.42043,-81.80538,0.2943399,-0.902306,-0.3149729,-24.26652,0.2395325,-23.42383,201.752,94.38897,100.9159,95.96097,84.74995
75.95683,234.2424,25.99998,39.5291,197.8176,-26.44753,-2.63942,42.63695,-89.93428,36.90312,51.26308,-82.83018,57.75401,41.77589,-67.11176,72.20596,17.9539,-42.06216,-0.007762116,-0.9146893,-0.4040832,39.54254,8.626129,7.104107,203.4547,99.5643,104.1661,97.90168,85.47086,-99.08069,218.5862,-65.28407,-17.85284,196.0117,-42.4132,54.81311,48.61267,-59.4045,30.72943,48.73703,-82.86374,8.034393,35.63307,-88.79213,-18.35134,12.57098,-81.83052,0.2928468,-0.9052679,-0.3077837,-24.08368,0.1243591,-23.45924,201.341,94.32159,100.9257,96.01203,84.79997
77.08002,235.1662,26.60538,40.77429,194.7729,-22.19414,-3.416946,35.66414,-92.76456,35.76948,45.1201,-86.76536,56.41006,36.78493,-70.90054,71.01081,15.2453,-44.45911,-0.02191662,-0.9432674,-0.33131,39.18642,9.455963,5.99921,200.2289,99.4428,104.1322,97.78606,85.15614,-98.84164,217.9467,-66.19154,-19.39848,193.2672,-44.67821,55.08625,47.59784,-59.65311,32.09079,46.7374,-83.50186,9.607986,33.44217,-89.53458,-17.32323,11.58223,-82.2243,0.2802856,-0.9196655,-0.2750551,-22.99546,-0.8604431,-23.84875,199.3104,94.11983,100.9295,96.05796,84.82381
77.1301,235.1147,26.67493,43.56424,194.4132,-20.76529,-3.039291,33.39021,-93.38629,35.2518,42.48824,-88.25923,55.12941,33.84792,-72.91948,69.40314,14.43422,-45.95934,-0.02779544,-0.9533079,-0.3007182,38.29109,9.098022,5.12706,200.3136,99.22269,104.1039,97.47914,84.48315,-98.5564,217.828,-66.5939,-22.51631,190.2605,-49.33432,56.14573,45.00684,-60.47776,34.04161,43.1593,-84.61485,11.94566,30.20161,-90.3109,-15.06438,9.512512,-82.58087,0.2712986,-0.9330339,-0.2363151,-22.10412,-1.847534,-24.13709,197.8381,93.99744,100.9021,95.9734,84.4809
76.81155,233.1297,25.69572,45.44182,186.4818,-16.21526,-9.463478,-25.83755,-70.95276,32.45638,32.83195,-93.27409,52.36971,26.30272,-77.63011,67.37679,11.45181,-48.92297,0.002548283,-0.9824138,-0.1866994,41.91985,58.66951,-22.32133,192.6223,76.10145,104.0741,97.26691,84.04899,-98.34449,217.7997,-66.61622,-25.07568,188.5427,-52.55606,56.85864,43.17981,-61.01573,35.83093,39.59784,-85.43331,13.50933,27.94818,-90.7104,-12.33127,8.119354,-82.36488,0.265234,-0.9408001,-0.2110596,-21.02771,-3.58197,-24.41758,197.3304,93.91656,100.7507,95.87481,83.6777
74.55981,242.3657,38.48388,52.13568,206.4455,-14.43594,-9.016647,-28.87466,-65.29091,8.033997,-32.52513,-69.27257,25.66784,-33.54851,-60.72917,40.58369,-29.2876,-41.05379,0.03503895,-0.8987088,-0.437144,17.05064,-3.650467,-3.981661,213.4157,71.95797,76.9488,73.97549,64.73185,-94.30997,216.831,-69.77546,-31.54156,188.5317,-62.48603,54.69613,-35.88838,-29.97297,43.40367,-46.83447,-32.57431,24.62087,-46.96852,-39.78953,-4.662041,-6.388153,-81.26243,0.2210622,-0.975257,-0.002315331,-11.29246,-10.94609,-2.601341,201.1059,71.95847,71.68285,66.29808,81.64635
74.16673,242.9705,42.51313,51.79701,208.3102,-10.61635,-10.6758,-27.92912,-64.99692,4.832314,-32.50867,-67.14618,21.77617,-35.0903,-58.68119,37.73509,-30.31927,-42.06141,0.01769574,-0.8886979,-0.4581517,15.50811,-4.579544,-2.149256,214.9157,71.54445,74.7581,71.75662,64.12767,-95.25328,216.8876,-68.66647,-33.65412,189.7385,-64.95747,53.57537,-39.11855,-27.9378,42.99225,-49.74457,-29.47717,24.18786,-50.12164,-34.78577,-4.568527,-4.241577,-81.09412,0.2294286,-0.9730074,-0.02488357,-10.58312,-10.62602,-1.539375,203.3538,71.97987,72.05386,65.62988,81.33338
74.15341,243.3255,44.2711,53.40815,209.3113,-8.848508,-11.51399,-27.36423,-64.8159,2.508743,-33.35555,-64.70174,19.19524,-35.40421,-55.93853,33.25881,-31.26065,-40.13913,0.004702717,-0.8827116,-0.4698915,14.02273,-5.991318,0.1141529,216.1989,71.29147,72.83681,68.92775,60.78262,-95.11376,224.5341,-70.39925,-37.81274,196.0361,-71.97972,31.16325,-30.68352,-4.069405,21.64335,-38.99623,-3.582146,6.797882,-38.77977,-7.934036,-4.733612,-30.46133,-21.12405,0.3227789,-0.9311532,-0.16961,-9.519901,-8.312714,0.4872589,212.2287,43.9225,44.7434,40.16255,37.37012
74.79847,245.3725,44.98706,55.08669,214.3577,-8.715618,-13.65728,-23.64731,-65.89304,-0.6759262,-31.38686,-64.87998,15.14111,-34.77142,-55.09444,29.10571,-31.5468,-40.06828,-0.04303235,-0.8602986,-0.5079709,12.98135,-7.739548,1.013048,221.4943,71.32748,72.07637,66.88574,58.71806,-97.22971,227.9973,-70.36556,-43.34369,197.6353,-78.89515,23.74786,-29.42468,2.393776,19.51688,-38.71457,-1.226898,4.953728,-38.16458,-4.508522,-8.90554,-32.77325,-9.258041,0.3900142,-0.8767934,-0.2812868,-4.23098,-9.289886,-3.620674,217.1701,37.88803,43.37317,38.74792,35.20094
74.82291,246.7702,45.25375,56.0146,217.2002,-8.086758,-15.90031,-22.24286,-65.63848,-3.318703,-30.59264,-64.9481,11.81353,-35.17188,-54.15865,26.27258,-31.95679,-40.0595,-0.08055811,-0.8507594,-0.5193446,12.58161,-8.349777,0.6903706,224.4526,71.10538,71.86919,65.64891,57.58688,-100.3484,229.0691,-66.30756,-48.92282,201.1077,-82.28107,25.98362,-28.3503,-0.9504776,21.27148,-37.01691,-4.086227,8.708893,-37.72795,-8.973045,-5.527275,-33.15376,-12.94571,0.4441633,-0.8132406,-0.3759771,-4.712143,-8.666611,-3.13575,222.7283,38.46806,42.88851,39.74618,36.01825
74.75682,247.1455,45.38401,56.05044,218.2078,-7.961895,-16.59988,-21.82227,-65.382,-4.11541,-30.20703,-65.02666,10.5387,-35.45024,-53.51094,25.36374,-32.06784,-40.04911,-0.09263043,-0.8466216,-0.5240719,12.48447,-8.384766,0.355341,225.4322,70.89832,71.8183,65.04771,57.23283,-100.4188,230.4196,-66.23207,-50.43405,202.563,-84.16917,26.72714,-28.13779,-1.758247,21.6712,-36.66487,-4.498352,9.141197,-37.6757,-9.19445,-4.827393,-33.16878,-13.58524,0.4543485,-0.8012512,-0.389312,-5.055946,-8.527084,-2.740105,225.0773,38.84799,42.82743,39.84417,36.1667
74.17857,247.7764,45.42655,55.6416,220.2994,-8.011738,-17.90868,-21.40146,-64.3841,-5.543564,-29.45596,-65.16131,8.189056,-35.93555,-52.21239,23.21135,-32.66855,-39.2914,-0.1173639,-0.8381179,-0.5327139,12.36511,-8.054504,-0.7772083,227.3588,70.17162,71.72434,63.91054,56.12321,-99.9332,232.8163,-65.60941,-54.96587,206.4069,-87.60214,27.78387,-27.74884,-2.474815,23.01202,-35.96523,-5.64167,8.622238,-37.64038,-7.767105,-4.053909,-33.17085,-13.83643,0.4800551,-0.7773049,-0.4066254,-4.771851,-8.216385,-3.166855,230.8662,39.34547,43.0683,39.38869,36.16886
73.94852,247.6841,45.36015,55.36774,220.4005,-7.734314,-18.5691,-21.66451,-63.99087,-6.302719,-29.79605,-64.91357,7.142204,-36.63409,-51.54485,22.31331,-33.27628,-38.84407,-0.1298125,-0.8398757,-0.527027,12.26638,-8.131546,-0.9226952,227.3802,70.06421,71.70286,63.63914,55.80373,-100.1313,233.1432,-64.85844,-57.04495,206.9401,-87.59167,28.38645,-27.37894,-2.248672,23.76348,-35.55025,-5.465134,8.901123,-37.5022,-7.119896,-3.387917,-33.2769,-13.73914,0.4986301,-0.7679082,-0.4021007,-4.622971,-8.17131,-3.216461,231.8418,39.50257,43.10906,39.19614,36.16067
73.15761,247.3087,44.80802,55.19948,219.8502,-7.175864,-19.94906,-22.40704,-63.19897,-7.920578,-30.84129,-64.20584,4.915123,-38.34886,-49.94215,20.57861,-34.67862,-37.98812,-0.1558751,-0.8460482,-0.5098093,12.02848,-8.43425,-1.006868,226.7876,69.95821,71.66806,63.15863,55.40021,-100.2702,233.2701,-63.5562,-60.40063,207.1179,-87.46745,29.39981,-26.7043,-1.367428,25.02348,-34.93942,-4.527119,9.490257,-37.32573,-5.738201,-2.209412,-33.52144,-13.22402,0.5322245,-0.755343,-0.3823534,-4.376335,-8.235123,-3.159691,232.8017,39.74089,43.2138,38.93844,36.10323
72.17113,246.6118,43.97661,54.30272,218.6113,-7.101851,-20.63618,-23.86673,-62.36697,-11.12477,-35.54697,-58.98453,3.550377,-40.28079,-48.09649,19.50381,-36.17064,-36.731,-0.1703167,-0.8574696,-0.4855287,9.511406,-11.68024,3.382441,225.3666,69.89358,69.76047,62.83645,55.11696,-100.1794,233.3808,-62.75766,-61.13886,207.7148,-86.52603,30.02072,-26.37466,-0.4973488,25.62847,-34.66158,-3.385715,9.821274,-37.22397,-4.637089,-1.569496,-33.72858,-12.55963,0.5540653,-0.7493853,-0.3625374,-4.39225,-8.286911,-2.888367,233.174,39.96391,43.2401,38.77607,36.02533
71.69012,246.1885,43.55439,54.16069,218.5122,-7.228554,-21.13302,-26.14874,-60.15217,-12.48975,-38.00534,-56.07871,2.930763,-41.52603,-46.71077,18.92336,-37.00772,-35.68406,-0.1723389,-0.8640355,-0.4730136,8.643269,-11.8566,4.07346,225.2403,68.91041,68.88557,62.56913,54.78154,-101.1068,232.6289,-60.41856,-62.66484,208.6762,-83.99465,31.59983,-24.80676,0.5860176,26.05631,-33.45055,-0.7300606,12.11044,-36.64415,-4.080982,0.6102982,-33.85902,-12.1601,0.6077381,-0.7170393,-0.3413342,-5.543518,-8.643784,-1.316078,233.5118,40.17796,42.40759,38.80864,35.98158
71.20695,245.7537,43.00129,54.13379,218.0628,-7.545992,-21.41558,-28.3734,-58.0509,-13.00677,-39.63313,-54.2247,2.500999,-42.70441,-45.24414,18.49812,-37.68086,-34.6179,-0.1688177,-0.8701565,-0.4629561,8.408802,-11.25974,3.82619,224.8084,68.07043,68.41257,62.26519,54.40981,-101.2779,231.7531,-58.80198,-63.49435,208.6579,-82.68172,32.72654,-23.40187,1.118931,26.85592,-32.41675,0.4565353,14.22109,-36.15733,-4.052811,2.436501,-33.84732,-12.13382,0.6443838,-0.6899498,-0.3297558,-5.870621,-9.014877,-0.6623955,233.2508,40.2483,42.09863,39.06427,36.03897
70.9846,245.5691,42.7748,54.1279,217.8745,-7.719225,-21.48324,-29.21841,-57.22929,-13.13455,-40.21646,-53.5361,2.367287,-43.14075,-44.65173,18.30457,-37.93849,-34.16066,-0.1662717,-0.8722399,-0.459947,8.34869,-10.99805,3.693187,224.6302,67.75276,68.23485,62.13296,54.2341,-101.1451,231.5018,-58.30256,-63.75923,208.4902,-82.42759,32.96343,-23.10243,1.190556,26.97858,-32.20747,0.6861153,14.72047,-36.04118,-4.147022,2.815994,-33.81612,-12.17513,0.65205,-0.6833211,-0.3284863,-5.984848,-9.105042,-0.5044403,233.0831,40.27068,42.01947,39.15171,36.05126
70.60945,245.4452,42.27158,54.14964,217.7296,-8.234314,-21.83429,-30.47264,-55.60158,-13.09795,-40.32805,-53.3577,2.053375,-43.48355,-44.02483,17.7916,-38.06062,-33.65968,-0.160541,-0.8711454,-0.4640392,8.73634,-9.855408,2.243882,224.5132,67.05859,68.15388,61.91301,53.83424,-100.711,229.5465,-56.29605,-63.73942,206.8603,-80.85774,33.39982,-22.64703,1.16465,27.20965,-31.8988,0.8634567,15.49909,-35.81682,-4.478397,3.471489,-33.69588,-12.45688,0.6643627,-0.6707546,-0.3297128,-6.19017,-9.25177,-0.3011932,231.0668,40.37069,41.93619,39.2826,36.09207
70.51838,245.4531,42.01986,54.21523,217.663,-8.453396,-21.86776,-30.54881,-55.48174,-13.13133,-40.34389,-53.26366,1.943657,-43.54195,-43.85604,17.57912,-38.10078,-33.49004,-0.1585131,-0.8704022,-0.4661262,8.736427,-9.795074,2.218081,224.4725,67.00487,68.0961,61.83067,53.68685,-100.9209,229.5218,-55.83733,-63.87701,206.9447,-80.33649,33.52147,-22.55257,1.370094,27.99664,-31.64496,0.5427589,15.70323,-35.7467,-4.368225,3.734978,-33.69279,-12.42863,0.6694323,-0.6674955,-0.3260521,-5.524826,-9.092392,-0.8273354,230.9986,40.42505,42.25529,39.2874,36.10575
70.3761,245.4853,41.6467,54.48586,216.8496,-8.520943,-21.88857,-30.59059,-55.38517,-13.29788,-40.50258,-52.85721,1.756119,-43.64723,-43.53967,17.12185,-38.25296,-33.07343,-0.1555705,-0.8691593,-0.4694252,8.590694,-9.911987,2.527963,223.7523,66.95081,67.90565,61.6755,53.38819,-101.0033,229.5471,-55.4487,-64.13705,206.8817,-79.89525,33.88509,-22.18752,1.904106,29.3527,-31.11397,0.4475212,16.23925,-35.57657,-3.84885,4.337822,-33.7709,-12.04118,0.681765,-0.6610751,-0.3133309,-4.532394,-8.926453,-1.456585,230.8611,40.54764,42.77687,39.29655,36.11483
70.25276,245.581,41.3826,54.97474,216.3338,-8.515115,-21.86814,-30.82135,-54.98548,-13.43706,-40.66708,-52.15261,1.295586,-43.96092,-42.51382,16.87042,-38.29909,-32.75996,-0.1516131,-0.8673013,-0.4741327,8.43108,-9.845734,2.832865,223.3719,66.72012,67.48527,61.16916,53.1474,-101.0442,229.6798,-55.07145,-64.45211,206.7888,-79.50185,34.16513,-21.80447,2.346737,30.05866,-30.74881,0.7258415,16.67533,-35.43037,-3.389713,4.845131,-33.83691,-11.68866,0.6918318,-0.6557674,-0.3022217,-4.106468,-8.944336,-1.620895,230.7298,40.59801,43.00627,39.30481,36.12529
70.05484,245.6548,41.09959,55.23441,216.199,-8.793547,-21.9134,-31.32379,-53.9313,-13.81393,-41.07178,-50.58424,0.8626556,-44.20775,-41.34134,16.37675,-38.46506,-32.03327,-0.1477747,-0.8652356,-0.479093,8.099476,-9.747986,3.347054,223.3163,66.10569,66.60692,60.53243,52.66772,-101.0574,229.7909,-54.87201,-64.65828,206.6343,-79.21043,34.35439,-21.58987,2.620663,30.54652,-30.51756,0.8832626,16.90736,-35.36836,-3.011562,5.121918,-33.9178,-11.36843,0.6972488,-0.6535996,-0.2943667,-3.807869,-8.927689,-1.7374,230.5487,40.65974,43.18787,39.31729,36.13713
69.93597,245.7012,41.0107,55.44248,216.0254,-8.800444,-21.88409,-31.38057,-53.69183,-13.82219,-41.0685,-50.37534,0.5369644,-44.34122,-40.52898,16.00309,-38.56728,-31.50491,-0.1460226,-0.8639427,-0.4819548,8.061893,-9.687927,3.316488,223.2001,65.92773,66.4481,60.07521,52.30767,-101.0589,229.8474,-54.78002,-64.76291,206.6017,-79.15061,34.43953,-21.49289,2.680405,30.74833,-30.41385,0.8963699,17.00914,-35.33499,-2.902897,5.236122,-33.93985,-11.26515,0.6993685,-0.6522136,-0.2924057,-3.6912,-8.920959,-1.784035,230.5283,40.68427,43.25813,39.32301,36.14186
69.6872,246.1034,40.86196,55.83926,215.9473,-9.315458,-21.73661,-31.32962,-52.4703,-14.25344,-40.98354,-48.55619,0.091362,-44.1042,-39.59823,15.51945,-38.40221,-31.03941,-0.141695,-0.8543112,-0.500075,7.483177,-9.653915,3.914106,223.2443,64.86261,65.11923,59.27233,51.75933,-101.0742,230.031,-54.5488,-64.81533,206.6906,-78.85579,34.6828,-21.26247,2.845123,31.21555,-30.15797,0.9957275,17.19368,-35.29727,-2.479038,5.514206,-34.03072,-10.92352,0.7047207,-0.649061,-0.286511,-3.467255,-8.895508,-1.849396,230.5217,40.78093,43.41549,39.34038,36.16378
