R_hand : x,R_hand : y,R_hand : z,R_thumb : x,R_thumb : y,R_thumb : z,R_index : x,R_index : y,R_index : zx,R_middle : x,R_middle : y,R_middle : z,R_ring : x,R_ring : y,R_ring : z,R_pinky : x,R_pinky : y,R_pinky : z,R_hand_vec : x,R_hand_vec : y,R_hand_vec : z,R_fin_to_fin :x,R_fin_to_fin :y,R_fin_to_fin :z,R_dis_thumb,R_dis_index,R_dis_middle,R_dis_ring,R_dis_pinky,L_hand : x,L_hand : y,L_hand : z,L_thumb : x,L_thumb : y,L_thumb : z,L_index : x,L_index : y,L_index : zx,L_middle : x,L_middle : y,L_middle : z,L_ring : x,L_ring : y,L_ring : z,L_pinky : x,L_pinky : y,L_pinky : z,L_hand_vec : x,L_hand_vec : y,L_hand_vec : z,L_fin_to_fin :x,L_fin_to_fin :y,L_fin_to_fin :z,L_dis_thumb,L_dis_index,L_dis_middle,L_dis_ring,L_dis_pinky
66.67817,247.9109,33.53025,-7.095326,261.3326,23.34999,-44.03307,37.56712,-78.02898,-8.254341,43.84169,-90.42608,17.40118,43.63609,-81.91265,47.9912,27.83479,-63.37085,-0.09428719,-0.8325042,-0.5459365,35.77872,6.274567,-12.3971,262.4696,97.15308,100.8321,94.42771,84.22468,-137.8925,237.7425,14.5348,-81.09293,277.2898,48.98249,49.14647,48.71742,-57.62415,23.92491,49.50697,-78.41386,2.531082,40.33873,-80.95782,-23.50157,16.73393,-75.55848,0.5853868,-0.6671052,-0.4607526,-25.22156,0.7895508,-20.78971,293.0272,90.05168,95.77096,90.4864,80.87912
66.68707,247.6628,33.44007,-7.001266,261.3424,23.19012,-43.80482,37.94681,-78.01012,-7.989468,43.95078,-90.40718,17.63406,43.61926,-81.87381,48.17924,27.74619,-63.28045,-0.09473715,-0.8322616,-0.5462283,35.81535,6.003967,-12.39706,262.4627,97.1823,100.8413,94.42945,84.23482,-136.2269,237.6512,12.83061,-78.81925,277.1313,46.98606,49.46989,47.53685,-58.70518,24.2085,47.81679,-79.49969,2.234573,39.35323,-81.58319,-24.30301,16.2973,-75.48747,0.5612841,-0.6947578,-0.4497463,-25.26139,0.2799377,-20.79452,291.9279,90.29574,95.87856,90.60622,80.96046
66.65997,247.412,33.19896,-6.989808,261.296,22.89648,-43.61207,38.22597,-78.02626,-7.737946,43.90627,-90.45798,17.85386,43.46907,-81.91129,48.35928,27.59142,-63.22556,-0.09494796,-0.8328446,-0.5453024,35.87412,5.680298,-12.43172,262.3904,97.21797,100.8478,94.43399,84.24593,-133.9595,236.9025,10.08228,-75.54734,275.9905,43.18086,49.49965,46.26727,-59.95407,23.80616,46.66895,-80.42296,1.592148,38.57602,-82.04799,-25.67613,16.34314,-75.10482,0.5354894,-0.7172641,-0.4458512,-25.69349,0.4016724,-20.46889,289.3834,90.47301,95.98216,90.67809,81.03762
66.69511,247.0512,33.1074,-6.958828,261.0855,22.88335,-43.56718,38.18053,-78.09804,-7.655045,43.70128,-90.56683,17.92697,43.20683,-82.04031,48.50379,27.46797,-63.21935,-0.09465917,-0.8342025,-0.5432733,35.91214,5.520752,-12.4688,262.1788,97.23763,100.8502,94.43951,84.284,-131.9346,236.2817,7.714238,-73.60133,276.1179,40.50679,49.35192,45.72346,-60.72045,23.4286,45.8806,-81.10973,1.191818,37.65166,-82.55479,-26.07195,15.35291,-75.2193,0.5288528,-0.7295492,-0.4336737,-25.92332,0.157135,-20.38927,288.6158,90.62682,96.08703,90.74339,81.07652
66.71423,246.5423,33.18633,-6.926948,260.7606,23.00774,-43.48589,38.1386,-78.17388,-7.550842,43.52849,-90.6591,18.01289,42.92845,-82.17053,48.62631,27.2784,-63.23896,-0.09557182,-0.8351937,-0.541588,35.93505,5.389893,-12.48523,261.8653,97.24573,100.8505,94.44211,84.30775,-130.3695,235.2171,6.691461,-71.67605,275.2521,38.62841,49.06901,45.39613,-61.41971,22.98504,45.30168,-81.67431,0.8028717,36.75639,-83.00703,-26.70033,14.82762,-75.13797,0.5198859,-0.7408361,-0.4253005,-26.08397,-0.0944519,-20.2546,287.0424,90.77972,96.1834,90.78461,81.10783
66.7636,246.2023,33.30392,-6.882365,260.4099,23.12005,-43.49203,38.05513,-78.21324,-7.554493,43.42165,-90.71012,18.00446,42.8112,-82.23595,48.63663,27.20155,-63.27286,-0.09549911,-0.8358451,-0.540595,35.93754,5.366516,-12.49688,261.5247,97.24742,100.8506,94.44422,84.3143,-129.8675,234.7359,6.232102,-70.94398,274.6846,37.86156,49.18362,45.07701,-61.65347,23.01204,45.02989,-81.86983,0.8025665,36.46724,-83.16138,-26.76494,14.59647,-75.17175,0.5152462,-0.7467714,-0.4205399,-26.17159,-0.04711914,-20.21637,286.2135,90.84116,96.22845,90.80925,81.1185
66.9185,245.202,33.66589,-6.735189,259.3968,23.50237,-43.54366,37.94487,-78.24622,-7.60788,43.20656,-90.80318,17.93533,42.58592,-82.36655,48.62636,27.03203,-63.37174,-0.09578887,-0.8369521,-0.538828,35.93578,5.261688,-12.55697,260.5464,97.25397,100.8459,94.44302,84.32812,-128.5814,233.081,5.380528,-68.901,272.5125,36.25498,49.33456,44.38773,-62.1977,23.09219,44.31842,-82.30966,0.6437073,36.1041,-83.37395,-27.14334,14.51152,-75.07062,0.5012522,-0.7594929,-0.4146284,-26.24237,-0.06930542,-20.11196,283.4164,90.95451,96.29253,90.85778,81.13534
67.118,244.3055,33.89167,-6.557034,258.368,23.69519,-43.60612,37.72391,-78.32115,-7.649651,43.05835,-90.87032,17.84213,42.38229,-82.48448,48.61481,27.02133,-63.39462,-0.09401914,-0.8379578,-0.5375752,35.95647,5.334442,-12.54917,259.5351,97.25631,100.8462,94.4367,84.33522,-127.2852,231.4464,4.832518,-67.08643,270.7039,34.87862,49.39401,43.86763,-62.68329,23.15643,43.59694,-82.75732,0.5357513,35.55193,-83.66167,-27.30849,14.00093,-75.1171,0.4931605,-0.7700538,-0.4047344,-26.23759,-0.2706909,-20.07404,281.0653,91.06773,96.36227,90.90381,81.14406
67.35857,243.5222,34.12843,-6.316924,257.5925,23.90501,-43.60438,37.48061,-78.44431,-7.620087,42.77238,-91.00619,17.85706,42.10143,-82.62471,48.64648,26.81239,-63.46817,-0.09392425,-0.8396097,-0.5350081,35.98429,5.291779,-12.56188,258.7764,97.26072,100.8448,94.43647,84.34212,-126.5613,230.0623,4.864558,-66.04078,269.2065,34.34584,49.52949,43.619,-62.89392,23.47761,42.9593,-83.0649,0.6906281,35.18437,-83.86098,-27.35693,13.83583,-75.13956,0.4893349,-0.7781025,-0.3938374,-26.05188,-0.6596985,-20.17098,279.3084,91.16706,96.41824,90.94549,81.15285
67.60143,242.6603,34.39008,-6.050698,256.8154,24.10303,-43.52267,37.33684,-78.56209,-7.486763,42.59477,-91.0971,17.97662,41.93605,-82.68434,48.75,26.64284,-63.46998,-0.09398392,-0.8405157,-0.5335732,36.03591,5.257935,-12.53501,258.015,97.26389,100.8417,94.43777,84.34952,-125.6026,228.4991,4.868292,-64.97198,267.9043,33.70465,49.38503,43.52255,-63.16759,23.3704,42.71988,-83.29389,0.4979248,34.85126,-84.04588,-27.4418,13.29645,-75.21086,0.4925416,-0.7812213,-0.3835311,-26.01463,-0.8026733,-20.1263,277.7231,91.23179,96.48335,90.98663,81.15739
67.90967,241.9901,34.42776,-5.740336,256.2086,24.13088,-43.50324,37.25578,-78.61501,-7.413654,42.48985,-91.14476,18.06683,41.93791,-82.67752,48.82123,26.55821,-63.46371,-0.09415193,-0.8407943,-0.5331044,36.08959,5.23407,-12.52975,257.4064,97.26688,100.8351,94.44984,84.35931,-125.0421,227.5954,4.851206,-64.62094,267.4561,33.37167,49.32394,43.60855,-63.24741,23.42206,42.52063,-83.43865,0.6174393,34.34186,-84.26745,-27.35202,12.90926,-75.29205,0.4976296,-0.7825189,-0.3742045,-25.90189,-1.087921,-20.19124,277.1684,91.29508,96.53292,90.99861,81.13984
68.04449,241.704,34.45087,-5.608408,255.9442,24.13128,-43.47822,37.19978,-78.65685,-7.361271,42.39613,-91.18628,18.1188,41.88835,-82.69246,48.86749,26.49944,-63.45811,-0.09418205,-0.841058,-0.532683,36.11695,5.19635,-12.52943,257.1405,97.26807,100.8294,94.45087,84.3634,-124.9413,227.2729,4.851222,-64.57393,267.2514,33.27292,49.38098,43.61948,-63.2478,23.5605,42.3623,-83.50279,0.7803497,34.10519,-84.36511,-27.22849,12.73325,-75.35613,0.498726,-0.7839241,-0.3697774,-25.82048,-1.257172,-20.25499,276.948,91.3314,96.55247,91.00135,81.12997
68.39993,241.1904,34.53364,-5.272774,255.5071,24.21914,-43.43676,37.10742,-78.71629,-7.25745,42.37305,-91.20421,18.20853,41.85248,-82.69174,48.95738,26.41891,-63.43664,-0.09462512,-0.8411027,-0.5325339,36.17931,5.265625,-12.48792,256.7065,97.26237,100.8283,94.4516,84.37411,-124.7614,226.684,4.839025,-64.53146,266.964,33.07391,49.44584,43.49055,-63.36118,23.73511,42.00584,-83.67027,0.9123993,33.81941,-84.48843,-27.08717,12.42163,-75.42786,0.5003378,-0.7864912,-0.3620686,-25.71073,-1.484711,-20.30909,276.6368,91.38358,96.58447,91.01033,81.10101
68.76981,240.8133,34.6438,-4.882416,255.3292,24.36243,-43.36707,37.09953,-78.75413,-7.143116,42.34834,-91.22398,18.30907,41.77028,-82.71114,49.04609,26.26991,-63.4416,-0.09644545,-0.8411344,-0.532157,36.22395,5.24881,-12.46986,256.5353,97.25889,100.8277,94.45163,84.38284,-124.63,226.0128,4.556661,-64.35734,266.3199,32.6384,49.62724,43.21129,-63.46889,23.9248,41.8271,-83.74837,0.9827347,33.91167,-84.46368,-27.07265,12.50829,-75.38388,0.498246,-0.7901296,-0.3569961,-25.70245,-1.384186,-20.27948,275.9229,91.42416,96.62138,91.02242,81.06858
69.14712,240.5777,34.67707,-4.495388,255.1993,24.39357,-43.31618,37.01283,-78.82249,-7.070381,42.13716,-91.3114,18.37939,41.62904,-82.76733,49.117,26.12694,-63.45827,-0.09745859,-0.8417671,-0.5309707,36.2458,5.124329,-12.4889,256.4019,97.25856,100.8132,94.45216,84.39223,-124.6661,225.6103,4.285017,-64.39372,265.9643,32.34417,49.82,43.0101,-63.51492,24.13383,41.77072,-83.75966,1.079536,34.03497,-84.4259,-27.03254,12.70183,-75.32388,0.4958777,-0.7935176,-0.3527536,-25.68617,-1.23938,-20.24474,275.5534,91.46609,96.65876,91.03448,81.02951
69.70034,240.3272,34.80326,-3.94312,255.0072,24.51567,-43.27818,36.99471,-78.84798,-7.001747,42.14589,-91.31313,18.43132,41.59743,-82.77187,49.161,26.07503,-63.44923,-0.09810065,-0.8417554,-0.5308711,36.27644,5.151184,-12.46514,256.2132,97.2554,100.8136,94.45232,84.395,-124.8161,225.3344,3.781747,-64.53526,265.6194,31.91339,50.08729,43.05334,-63.37752,24.42306,41.89355,-83.66383,1.333557,34.22018,-84.36005,-26.82973,12.90097,-75.32535,0.4926426,-0.7972876,-0.3487632,-25.66423,-1.15979,-20.28632,275.2034,91.53708,96.70157,91.04623,80.99493
69.95782,240.2531,34.87347,-3.680534,254.9658,24.57995,-43.26449,36.92548,-78.88461,-6.978405,42.0726,-91.34787,18.45655,41.53519,-82.80038,49.16878,25.99829,-63.47285,-0.09854649,-0.8421353,-0.5301856,36.28609,5.147125,-12.46326,256.1743,97.25271,100.8129,94.45485,84.39362,-124.8324,225.2627,3.518575,-64.60192,265.6001,31.69831,50.17472,43.06844,-63.34182,24.4743,41.99394,-83.62431,1.410782,34.26164,-84.34721,-26.75006,12.90375,-75.34099,0.491411,-0.7987942,-0.347049,-25.70042,-1.074493,-20.28249,275.1756,91.56734,96.72388,91.0511,80.98356
70.66784,240.1774,34.89583,-2.965586,255.0255,24.64108,-43.23585,36.7654,-78.96982,-6.936512,41.83458,-91.45541,18.5231,41.36607,-82.88097,49.18552,25.77718,-63.54684,-0.1003282,-0.8432668,-0.5280485,36.29933,5.069183,-12.4856,256.2303,97.24847,100.8084,94.46434,84.39124,-125.3522,225.5255,3.438333,-64.56062,265.1738,31.43884,50.73067,42.93022,-63.2114,25.05939,41.84386,-83.62913,2.165619,33.62529,-84.60199,-26.26201,12.69804,-75.51853,0.4784122,-0.8108686,-0.3370668,-25.67128,-1.086365,-20.41773,274.7246,91.71851,96.81277,91.06507,80.95667
70.9067,240.1675,34.88829,-2.722442,255.0465,24.6305,-43.21853,36.74489,-78.98863,-6.916046,41.78368,-91.47734,18.54386,41.32396,-82.89816,49.20402,25.73091,-63.55396,-0.1007156,-0.8434788,-0.5276361,36.30248,5.038788,-12.48871,256.2475,97.2483,100.8058,94.46507,84.39326,-125.4433,225.5589,3.395646,-64.54226,265.0673,31.3826,50.82807,43.01091,-63.14005,25.17245,41.88121,-83.60467,2.283791,33.6302,-84.60614,-26.1117,12.65863,-75.56129,0.4759881,-0.8131888,-0.334902,-25.65562,-1.1297,-20.46462,274.6111,91.76109,96.83713,91.07362,80.94177
71.30972,240.2264,34.93148,-2.299383,255.1849,24.63658,-43.13525,36.74324,-79.02736,-6.797066,41.86949,-91.45106,18.62872,41.30074,-82.89059,49.26794,25.67458,-63.52833,-0.1013277,-0.8434567,-0.5275543,36.33818,5.126251,-12.4237,256.3817,97.24216,100.8095,94.46497,84.39409,-125.4316,225.604,3.315434,-64.4307,265.0054,31.23194,50.86652,43.19844,-63.06908,25.28088,41.89287,-83.60215,2.325966,33.74773,-84.57526,-26.00932,12.681,-75.56676,0.4736011,-0.8157076,-0.3321492,-25.58564,-1.305573,-20.53307,274.5079,91.82166,96.86823,91.08948,80.91741
71.62758,240.3035,35.00259,-1.958126,255.3454,24.64935,-43.01655,36.83467,-79.04752,-6.65361,41.97505,-91.41396,18.75092,41.35387,-82.8362,49.35875,25.67671,-63.45682,-0.1016454,-0.8430009,-0.5282211,36.36294,5.140381,-12.36644,256.5398,97.24055,100.8102,94.46468,84.394,-125.3522,225.6481,3.234595,-64.44105,265.1447,31.16694,50.89091,43.4173,-62.9715,25.41031,41.90979,-83.58526,2.411987,33.78281,-84.57169,-25.90188,12.78677,-75.55034,0.47345,-0.817132,-0.3288471,-25.48061,-1.507507,-20.61375,274.6375,91.87141,96.89484,91.1014,80.88425
71.96138,240.416,35.09272,-1.614179,255.4902,24.68386,-42.92065,36.85149,-79.08463,-6.543503,42.03337,-91.39449,18.84838,41.44548,-82.77156,49.4295,25.72917,-63.37791,-0.1013839,-0.8427941,-0.5286013,36.37714,5.181885,-12.30987,256.6849,97.23473,100.8096,94.46756,84.39209,-125.1623,225.7305,3.211046,-64.35247,265.3453,31.20608,50.93624,43.60725,-62.86909,25.51862,42.01665,-83.53539,2.558662,33.72038,-84.60013,-25.77673,12.88454,-75.53951,0.4739073,-0.8183096,-0.3252402,-25.41762,-1.590607,-20.6663,274.8148,91.91636,96.92657,91.10869,80.84967
72.27243,240.5218,35.25399,-1.290517,255.6077,24.76924,-42.82082,36.87889,-79.12302,-6.429169,42.0804,-91.37942,18.94589,41.51775,-82.71441,49.50486,25.80757,-63.28333,-0.100855,-0.8425961,-0.529018,36.39165,5.201508,-12.2564,256.8083,97.23233,100.8082,94.46874,84.38923,-124.721,226.1705,3.10932,-64.56858,266.5884,31.35317,51.0554,43.68582,-62.76532,25.77065,41.81241,-83.58873,2.82515,33.48837,-84.69459,-25.38887,12.5247,-75.68626,0.4812483,-0.8178408,-0.3154941,-25.28476,-1.873413,-20.82341,276.0825,91.94884,96.95091,91.11874,80.80762
72.5355,240.6527,35.37789,-1.028461,255.6766,24.81657,-42.75368,36.88649,-79.15257,-6.346176,42.14549,-91.35432,19.0011,41.58992,-82.66256,49.62646,26.16451,-63.06303,-0.09951629,-0.8423615,-0.5296448,36.40751,5.259003,-12.20176,256.8802,97.22972,100.8074,94.46619,84.40565,-124.1696,226.4517,3.08482,-64.44024,267.3566,31.59068,51.14249,43.81665,-62.64712,25.96973,41.70142,-83.59737,2.980545,33.48911,-84.69727,-25.21114,12.58966,-75.68864,0.4850178,-0.8176256,-0.3102356,-25.17277,-2.115234,-20.95025,276.8213,91.97888,96.96368,91.12646,80.7643
72.63718,240.7009,35.43399,-0.9228067,255.7135,24.84738,-42.72643,36.88803,-79.16418,-6.313713,42.15973,-91.34929,19.01893,41.60071,-82.6506,49.64631,26.19321,-63.03486,-0.09930325,-0.8423197,-0.5297512,36.41272,5.271698,-12.18511,256.9196,97.22779,100.8067,94.46407,84.40517,-123.926,226.6274,3.082919,-64.40886,267.7947,31.69878,51.16225,43.84944,-62.62835,25.99919,41.71074,-83.59789,3.014748,33.46245,-84.7104,-25.19523,12.64142,-75.66486,0.4866229,-0.8176017,-0.3077751,-25.16306,-2.138702,-20.96954,277.2496,91.99271,96.97603,91.13,80.74513
72.77316,240.846,35.50544,-0.7764217,255.9108,24.90282,-42.65855,36.96111,-79.16239,-6.210518,42.29424,-91.29765,19.07492,41.6541,-82.60912,49.71633,26.28087,-62.95146,-0.09961861,-0.8419265,-0.5303167,36.44804,5.33313,-12.13526,257.1208,97.22427,100.8099,94.46261,84.4114,-123.4245,227.0683,3.166351,-64.2159,268.6629,31.82893,51.31893,43.61133,-62.70752,26.22919,41.28436,-83.75392,3.257027,32.99033,-84.88712,-25.0558,12.44994,-75.70922,0.4878823,-0.8196281,-0.3003009,-25.08974,-2.326965,-21.0464,278.0584,92.02073,96.99015,91.13063,80.71357
72.87904,241.0043,35.55452,-0.6600593,256.1235,24.938,-42.59586,37.03029,-79.1603,-6.09642,42.46544,-91.23506,19.15219,41.7968,-82.53038,49.80524,26.34322,-62.87454,-0.09996546,-0.8415887,-0.5307874,36.49944,5.43515,-12.07476,257.3356,97.22141,100.8182,94.47244,84.42591,-123.1418,227.3561,3.195373,-64.12959,269.1791,31.93988,51.51195,43.4044,-62.71889,26.47738,41.10411,-83.78363,3.494904,32.73308,-84.97527,-24.92357,12.49367,-75.70352,0.4879389,-0.8213509,-0.2954628,-25.03457,-2.300293,-21.06474,278.55,92.03848,97.00668,91.12884,80.67403
73.0202,241.2778,35.95304,-0.5240997,256.3086,25.15965,-42.42915,36.90588,-79.30801,-5.904648,42.34503,-91.30475,19.36182,41.85623,-82.47319,50.05547,26.42957,-62.69334,-0.09797198,-0.8424834,-0.5297388,36.52451,5.439148,-11.99673,257.541,97.2216,100.8193,94.49154,84.46613,-122.7043,227.5584,3.162772,-64.10154,269.8062,32.08539,51.60831,43.48732,-62.62237,26.66515,41.04994,-83.76543,3.703117,32.58586,-85.01772,-24.73102,12.48526,-75.72256,0.4903415,-0.8213556,-0.2914449,-24.94316,-2.437378,-21.14306,279.1663,92.06588,97.01946,91.12389,80.63133
73.30071,241.4258,36.90571,-0.2651576,256.1839,25.85464,-42.29152,36.68648,-79.48659,-5.737717,42.19774,-91.38834,19.48611,41.7682,-82.49043,50.17101,26.45409,-62.59449,-0.09398612,-0.8438397,-0.5283002,36.5538,5.511261,-11.90175,257.4854,97.22442,100.8236,94.49319,84.46904,-122.4993,227.7533,3.219822,-64.04318,270.1954,32.12581,51.69942,43.36292,-62.65489,26.75519,40.95233,-83.80038,3.830963,32.38324,-85.08662,-24.59982,12.2915,-75.7794,0.4908555,-0.8223239,-0.2878269,-24.94423,-2.410583,-21.14549,279.5338,92.08044,97.03317,91.12126,80.61481
73.62963,241.5164,40.53955,0.07284636,255.2448,28.42352,-41.79184,35.43629,-80.31437,-5.19416,41.13332,-91.91331,19.91535,40.97456,-82.78632,50.5566,26.19591,-62.39796,-0.08042461,-0.851092,-0.51882,36.59768,5.697021,-11.59895,256.8225,97.22493,100.8315,94.49397,84.47308,-121.592,227.7336,2.88525,-63.3486,270.4045,31.87274,51.69347,43.57462,-62.57601,26.78346,41.09787,-83.74374,3.890144,32.36783,-85.08252,-24.54672,12.33542,-75.75558,0.4907055,-0.8228958,-0.2864448,-24.91001,-2.476746,-21.16773,279.5488,92.12339,97.05361,91.11446,80.58295
73.27515,240.7089,49.90465,-0.1626784,251.0404,34.39501,-40.07322,33.29329,-82.08174,-3.352234,39.64171,-92.65855,21.5059,40.40825,-82.68295,51.75871,26.23219,-61.35112,-0.04480996,-0.8607832,-0.5069954,36.72099,6.348419,-10.57681,253.3857,97.21995,100.838,94.50821,84.44556,-120.5364,227.4151,2.358395,-62.16123,269.7499,31.67631,52.12948,43.55403,-62.30274,27.28622,41.17079,-83.56939,4.326187,32.51158,-85.00305,-24.23092,12.71259,-75.75246,0.4836905,-0.8271945,-0.2859944,-24.84326,-2.38324,-21.26665,278.626,92.17412,97.07427,91.11113,80.54305
72.5401,240.0441,54.14072,-0.7622954,248.6913,37.00573,-39.26505,32.14906,-82.92048,-2.491837,38.52275,-93.15565,22.26639,39.51149,-82.91217,52.27677,25.58455,-61.14582,-0.03551357,-0.8669827,-0.4970713,36.77321,6.373688,-10.23518,251.4307,97.21683,100.8374,94.50597,84.41707,-120.0403,227.4663,1.935996,-61.67976,269.7704,31.35254,52.30376,43.51338,-62.21222,27.52094,41.04744,-83.55753,4.563545,32.40611,-85.02652,-24.076,12.74707,-75.78145,0.4825924,-0.8285464,-0.2839285,-24.78281,-2.465942,-21.34531,278.5021,92.1925,97.07809,91.10703,80.5293
70.28693,238.1187,63.4754,-2.640146,242.3112,43.40739,-38.44825,29.22153,-84.3572,-1.756569,35.24939,-94.45193,22.94778,36.51248,-84.05711,52.31396,22.7388,-61.9115,-0.0311029,-0.8839059,-0.4666294,36.69168,6.027863,-10.09473,246.1826,97.20238,100.8304,94.47413,84.18336,-119.1391,227.2216,1.290486,-60.94184,269.5189,31.04934,52.60494,43.63141,-61.90302,27.9035,41.23813,-83.35123,4.975494,32.51059,-84.9592,-23.72602,12.96388,-75.82515,0.483188,-0.8288012,-0.2821664,-24.70144,-2.39328,-21.44821,278.0619,92.21151,97.09076,91.10301,80.50117
66.89188,234.6376,74.40901,-5.444571,234.6236,52.8228,-38.87314,24.77336,-85.50465,-2.971737,29.37645,-96.31953,21.95463,30.48079,-86.47221,50.83795,17.36237,-64.24286,-0.04947089,-0.9089193,-0.4140269,35.9014,4.603088,-10.81488,240.5579,97.13849,100.7435,94.27898,83.74422,-117.9758,226.8535,0.4093446,-59.97252,269.1639,30.61494,52.8284,43.89922,-61.54666,28.23085,41.4536,-83.13754,5.310448,32.78035,-84.83152,-23.40669,13.20004,-75.86282,0.4847358,-0.8280312,-0.2817721,-24.59755,-2.445618,-21.59088,277.4584,92.22783,97.09394,91.09961,80.48156
64.68945,232.4145,80.37434,-7.27148,230.3052,58.56768,-39.50414,21.70558,-85.96101,-4.269604,25.25752,-97.34643,20.71925,26.02382,-88.01006,49.40765,13.52237,-65.82417,-0.06515979,-0.9236884,-0.3775633,35.23454,3.551941,-11.38541,237.7468,97.06187,100.6603,94.08665,83.40738,-117.4209,226.7136,-0.04445615,-59.60916,269.1652,30.35618,52.87642,44.06488,-61.39389,28.33807,41.5491,-83.05428,5.449547,32.841,-84.79689,-23.24213,13.19183,-75.90663,0.4872715,-0.8268811,-0.2807742,-24.53835,-2.515778,-21.66039,277.353,92.23253,97.09473,91.09743,80.47383
59.63089,226.7614,102.7446,-5.045989,214.3358,76.52248,-35.15997,11.43578,-83.51073,-9.105625,14.03348,-96.21901,14.42381,4.48494,-89.03789,39.51326,-1.817017,-70.73965,-0.1436443,-0.9027321,-0.4055133,26.05435,2.597702,-12.70829,227.6422,91.32931,97.66242,90.31006,81.04751,-116.6874,226.7276,-0.521136,-59.2614,269.6025,30.13342,53.07425,43.98854,-61.28988,28.67714,41.2426,-83.09396,5.859802,32.44655,-84.91467,-22.8015,12.72079,-76.10341,0.4922446,-0.8264763,-0.2731889,-24.39711,-2.745941,-21.80408,277.6787,92.24054,97.09756,91.09126,80.45779
50.50783,210.8905,130.8085,-13.65701,196.2498,108.7499,-39.57721,-6.577393,-80.04147,-19.03828,-11.9054,-92.6377,4.398117,-17.52504,-87.58424,29.52476,-20.67896,-71.32462,-0.2449703,-0.9391973,-0.2406199,20.53893,-5.328003,-12.59623,224.7822,89.53353,95.32018,89.42857,79.91578,-115.3925,226.5299,-1.808727,-58.18224,269.3877,29.31954,53.81455,43.50995,-61.00317,29.58263,40.83475,-82.98508,6.766541,32.11917,-84.9624,-22.04511,12.582,-76.31657,0.4901332,-0.8302321,-0.2654882,-24.23192,-2.675201,-21.98191,277.1543,92.25242,97.10372,91.08258,80.42707
46.1136,203.0296,140.4437,-18.16937,190.2484,119.0018,-40.68295,-10.8588,-78.10349,-22.11744,-18.80829,-89.77948,0.9518509,-23.7132,-85.43705,26.78864,-25.48668,-70.32556,-0.2911107,-0.9358102,-0.1987808,18.56551,-7.949493,-11.676,225.1355,88.73089,94.35724,88.67193,79.45367,-114.8592,226.2079,-1.965443,-57.73299,269.0962,29.23131,53.865,43.52975,-60.94753,29.65834,40.86343,-82.94577,6.881355,32.13995,-84.93712,-21.96646,12.63596,-76.31792,0.4902766,-0.8302437,-0.2651871,-24.20666,-2.666321,-21.99825,276.7676,92.25443,97.10529,91.07494,80.41528
37.40435,185.8176,154.5394,-21.21974,168.3044,127.4244,-37.3946,-11.52536,-78.53344,-20.29036,-19.49052,-88.522,2.637333,-21.59718,-84.56826,27.73927,-21.46667,-69.48544,-0.2242625,-0.9344594,-0.2765716,17.10424,-7.965164,-9.988556,212.1642,87.74219,92.88554,87.3223,77.83644,-114.5777,226.1646,-2.398905,-57.24784,268.5719,29.02191,54.53529,43.02025,-60.72852,30.44377,40.51711,-82.83746,7.608398,31.9774,-84.93253,-21.27121,12.74193,-76.42701,0.4831322,-0.8354766,-0.2618438,-24.09151,-2.503143,-22.10894,276.1349,92.26479,97.11079,91.07127,80.34867
28.77975,172.8255,172.1293,-31.11058,153.7897,152.6919,-46.58677,-22.05211,-70.55481,-32.57628,-34.50539,-78.76507,-10.54174,-38.8521,-75.72344,15.98952,-37.04581,-64.94081,-0.3184657,-0.9432035,-0.09458718,14.01049,-12.45328,-8.210258,218.9382,87.37622,91.95527,85.75928,76.45499,-113.2549,225.6927,-3.354745,-55.50415,267.472,28.12592,54.83809,42.79243,-60.63718,30.75008,40.5157,-82.73319,7.933662,32.09917,-84.83866,-21.13015,13.13435,-76.37229,0.47478,-0.8394104,-0.2645263,-24.08801,-2.276733,-22.09601,274.6144,92.27826,97.11782,91.05437,80.32261
28.77975,172.8255,172.1293,-31.11058,153.7897,152.6919,-46.58677,-22.05211,-70.55481,-32.57628,-34.50539,-78.76507,-10.54174,-38.8521,-75.72344,15.98952,-37.04581,-64.94081,-0.3184657,-0.9432035,-0.09458718,14.01049,-12.45328,-8.210258,218.9382,87.37622,91.95527,85.75928,76.45499,-113.2549,225.6927,-3.354745,-55.50415,267.472,28.12592,54.83809,42.79243,-60.63718,30.75008,40.5157,-82.73319,7.933662,32.09917,-84.83866,-21.13015,13.13435,-76.37229,0.47478,-0.8394104,-0.2645263,-24.08801,-2.276733,-22.09601,274.6144,92.27826,97.11782,91.05437,80.32261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-110.5621,224.543,-5.108587,-52.64952,265.9817,26.62813,55.1455,42.61206,-60.4922,31.13588,40.49872,-82.60193,8.232719,32.19669,-84.77154,-20.80889,13.27896,-76.40263,0.4705962,-0.8416041,-0.2650319,-24.00962,-2.113342,-22.10973,272.4469,92.28283,97.12193,91.05283,80.29137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-110.3321,224.4577,-5.397268,-52.66088,266.0698,26.57301,55.35494,42.5894,-60.32088,31.44783,40.41579,-82.52637,8.559181,32.07372,-84.78491,-20.49815,13.12592,-76.51246,0.4728068,-0.841436,-0.2616089,-23.90711,-2.173615,-22.20549,272.5297,92.28561,97.12365,91.05199,80.29085
